"t_id","t_date","t_text"
"1118329590857048064","4/17/2019 1:45","b'RT @charliekirk11: It is miraculous that Trump not only beat the Bush dynasty, 16 Republicans, the FBI, the media, voter fraud cheaters, th\xe2\x80\xa6'"
"1118324360383746050","4/17/2019 1:24","b'I believe it will be Crazy Bernie Sanders vs. Sleepy Joe Biden as the two finalists to run against maybe the best E\xe2\x80\xa6 https://t.co/qHn7CkEoq2'"
"1118321122624331776","4/17/2019 1:11","b'Bernie Sanders and wife should pay the Pre-Trump Taxes on their almost $600,000 in income. He is always complaining\xe2\x80\xa6 https://t.co/OCaJ6IfulO'"
"1118317574301863936","4/17/2019 0:57","b'Many Trump Fans &amp"
"1118282780633382912","4/16/2019 22:39","b'Just signed a critical bill to formalize drought contingency plans for the Colorado River. Thanks to @SenMcSallyAZ\xe2\x80\xa6 https://t.co/OU80bg9EUK'"
"1118227380789817345","4/16/2019 18:59","b'No Collusion - No Obstruction! https://t.co/cbFOEEyLtM'"
"1118212755918589952","4/16/2019 18:01","b'I will be in Green Bay, Wisconsin on Saturday, April 27th at the Resch Center \xe2\x80\x94 7:00pm (CDT). Big crowd expected!\xe2\x80\xa6 https://t.co/w8k4V1m0xk'"
"1118155023849017345","4/16/2019 14:11","b'So weird to watch Crazy Bernie on @FoxNews. Not surprisingly, @BretBaier and the \xe2\x80\x9caudience\xe2\x80\x9d was so smiley and nice.\xe2\x80\xa6 https://t.co/MsOz4iMVNi'"
"1118145749148209153","4/16/2019 13:34","b'No Collusion - No Obstruction!'"
"1118137564173565955","4/16/2019 13:02","b'A must read, Andy McCarthy\xe2\x80\x99s column today, \xe2\x80\x9cDirty dealings of dirt devils who concocted Trump-Russia probe.\xe2\x80\x9d The gr\xe2\x80\xa6 https://t.co/zttKbbJrJa'"
"1117910111236681728","4/15/2019 21:58","b'God bless the people of France!'"
"1117909721766174720","4/15/2019 21:57","b'The forgotten voters of the 2016 Election are now doing great. The Steel Industry is rebuilding and expanding at a\xe2\x80\xa6 https://t.co/0YZQjgK2RG'"
"1117844987293487104","4/15/2019 17:39","b'So horrible to watch the massive fire at Notre Dame Cathedral in Paris. Perhaps flying water tankers could be used\xe2\x80\xa6 https://t.co/chuLADsVgU'"
"1117843954437767168","4/15/2019 17:35","b'Spoke to @TigerWoods to congratulate him on the great victory he had in yesterday\xe2\x80\x99s @TheMasters, &amp"
"1117829011860787200","4/15/2019 16:36","b'Heading to the Great State of Minnesota!'"
"1117826076774789126","4/15/2019 16:24","b'....Since there was no Collusion, why was there an Investigation in the first place! Answer - Dirty Cops, Dems and Crooked Hillary!'"
"1117825163234426882","4/15/2019 16:21","b'The Mueller Report, which was written by 18 Angry Democrats who also happen to be Trump Haters (and Clinton Support\xe2\x80\xa6 https://t.co/gDIQBA33Iq'"
"1117821219875594240","4/15/2019 16:05","b'Those Illegal Immigrants who can no longer be legally held (Congress must fix the laws and loopholes) will be, subj\xe2\x80\xa6 https://t.co/xGxp17T5Dy'"
"1117813315269320709","4/15/2019 15:33","b'Mark Morgan, President Obama\xe2\x80\x99s Border Patrol Chief, gave the following message to me: \xe2\x80\x9cPresident Trump, stay the co\xe2\x80\xa6 https://t.co/B1djaFB0Pw'"
"1117813230678814722","4/15/2019 15:33","b'I finally agree with @Cher! https://t.co/i5acSgUrCk'"
"1117793692281135104","4/15/2019 14:15","b'The Radical Left Democrats will never be satisfied with anything we give them. They will always Resist and Obstruct!'"
"1117787850399989766","4/15/2019 13:52","b'THEY SPIED ON MY CAMPAIGN (We will never forget)!'"
"1117782316557000704","4/15/2019 13:30","b'Before Nancy, who has lost all control of Congress and is getting nothing done, decides to defend her leader, Rep.\xe2\x80\xa6 https://t.co/RGnWFL3x9c'"
"1117751619469361152","4/15/2019 11:28","b'Congress should come back to D.C. now and FIX THE IMMIGRATION LAWS!'"
"1117748268820201472","4/15/2019 11:15","b'Mueller, and the A.G. based on Mueller findings (and great intelligence), have already ruled No Collusion, No Obstr\xe2\x80\xa6 https://t.co/x7HBiAPMmr'"
"1117736685721223168","4/15/2019 10:29","b'What do I know about branding, maybe nothing (but I did become President!), but if I were Boeing, I would FIX the B\xe2\x80\xa6 https://t.co/VVyRzxxsh5'"
"1117606028093345792","4/15/2019 1:50","b""RT @KimStrassel: Actually, they chose NOT to give give GOP House a lot of what GOP investigators wanted--easily more than 400 pages. It's a\xe2\x80\xa6"""
"1117605822157205504","4/15/2019 1:49","b'RT @WSJ: Opinion: Trump\xe2\x80\x99s adversaries have spent more than two years trying to dodge accountability, writes @kimstrassel https://t.co/NXW4k\xe2\x80\xa6'"
"1117604192175230976","4/15/2019 1:42","b'Chinese Telecom Giant Huawei hires former Obama Cyber Security Official as a lobbyist. This is not good, or accepta\xe2\x80\xa6 https://t.co/QAFfG32jOj'"
"1117601418855243778","4/15/2019 1:31","b'.@SteveHiltonx  \xe2\x80\x9cThis is President Trump trying to deliver on his promises while the bureaucratic machine fights hi\xe2\x80\xa6 https://t.co/DehN6fC9zY'"
"1117585367358738433","4/15/2019 0:28","b'Such a \xe2\x80\x9cpuff piece\xe2\x80\x9d on Nancy Pelosi by @60minutes, yet her leadership has passed no meaningful Legislation. All the\xe2\x80\xa6 https://t.co/eob8VSAFbR'"
"1117505376486866944","4/14/2019 19:10","b'Love people who are great under pressure. What a fantastic life comeback for a really great guy! https://t.co/41MtJtYEjq'"
"1117496743032250368","4/14/2019 18:36","b'Congratulations to @TigerWoods., a truly Great Champion!'"
"1117494716516507650","4/14/2019 18:27","b'Watching final hole of @TheMasters. @TigerWoods is looking GREAT!'"
"1117486994018451458","4/14/2019 17:57","b'Great Masters going on right now. @TigerWoods is leading with 2 holes left to play. Very exciting, tune in!'"
"1117428291227533312","4/14/2019 14:04","b'If the Fed had done its job properly, which it has not, the Stock Market would have been up 5000 to 10,000 addition\xe2\x80\xa6 https://t.co/8l4tdvil2n'"
"1117242926654947328","4/14/2019 1:47","b'Just out: The USA has the absolute legal right to have apprehended illegal immigrants transferred to Sanctuary Citi\xe2\x80\xa6 https://t.co/SpzUmcPCV6'"
"1117240692844183553","4/14/2019 1:38","b'RT @WhiteHouse: No law that kicks 180 million Americans off their plans is acceptable. While Democrats abandon Obamacare for more socialism\xe2\x80\xa6'"
"1117218059738079233","4/14/2019 0:08","b'Democrats must change the Immigration Laws FAST. If not, Sanctuary Cities must immediately ACT to take care of the\xe2\x80\xa6 https://t.co/rs5J3HJfIX'"
"1117216153728897024","4/14/2019 0:01","b'....So interesting to see the Mayor of Oakland and other Sanctuary Cities NOT WANT our currently \xe2\x80\x9cdetained immigran\xe2\x80\xa6 https://t.co/FeFoLlrjgi'"
"1117213859696267264","4/13/2019 23:51","b'I never offered Pardons to Homeland Security Officials, never ordered anyone to close our Southern Border (although\xe2\x80\xa6 https://t.co/SGnDMi0sab'"
"1117210469629071360","4/13/2019 23:38","b'....When I won the Election in 2016, the @nytimes had to beg their fleeing subscribers for forgiveness in that they\xe2\x80\xa6 https://t.co/brrb08KJS9'"
"1117208514202669056","4/13/2019 23:30","b'The New York Times Sanctuary Cities/Immigration story today was knowingly wrong on almost every fact. They never ca\xe2\x80\xa6 https://t.co/yTiyKAgJEv'"
"1117195221891203077","4/13/2019 22:37","b'Great playing by @TigerWoods (at the) @TheMasters. Tomorrow will be a big and exciting day for golf and for sports.\xe2\x80\xa6 https://t.co/85XsTizsnf'"
"1117040007016009728","4/13/2019 12:21","b'Why should Radical Left Democrats in Congress have a right to retry and examine the $35,000,000 (two years in the m\xe2\x80\xa6 https://t.co/swbEzODOpw'"
"1117035779589648386","4/13/2019 12:04","b'....extraordinary growth, economic success and riches under the leadership of Chairman Kim. I look forward to the d\xe2\x80\xa6 https://t.co/6qKwPbbrPH'"
"1117033379776667648","4/13/2019 11:54","b'I agree with Kim Jong Un of North Korea that our personal relationship remains very good, perhaps the term excellen\xe2\x80\xa6 https://t.co/6XKPFapPd8'"
"1116911640568573952","4/13/2019 3:51","b'In New York State, Democrats blocked a Bill expanding College Tuition for Gold Star families after approving aid fo\xe2\x80\xa6 https://t.co/3NIUtb0gcm'"
"1116907128445394944","4/13/2019 3:33","b'Another Fake Story on @NBCNews that I offered Pardons to Homeland Securiy personnel in case they broke the law rega\xe2\x80\xa6 https://t.co/zq0NpnzYUD'"
"1116898703682543616","4/13/2019 2:59","b'A Fake Story by Politico. Made up sources. Thank you Mount Vernon! https://t.co/Pf60zBy6Sw'"
"1116896641775296513","4/13/2019 2:51","b'RT @politicalelle: How is this woman walking the halls of Congress. How. https://t.co/CrtK7j3wpZ'"
"1116895132270383104","4/13/2019 2:45","b'RT @dbongino: With the exception of FISA warrants, the use of human intelligence assets, the use of national security letters, &amp"
"1116894304063107072","4/13/2019 2:42","b'Finally, great news at the Border! https://t.co/nofzYa2Qs7'"
"1116892526533857280","4/13/2019 2:35","b'Thank you Jeh, so well stated! https://t.co/4QmP6XrUVA'"
"1116891452003557376","4/13/2019 2:30","b'If the Radical Left Democrats all of a sudden don\xe2\x80\x99t want the Illegal Migrants in their Sanctuary Cities (no more op\xe2\x80\xa6 https://t.co/QV1KGbo81v'"
"1116845082945171457","4/12/2019 23:26","b""WSJ's Strassel: Barr 'Right' to Say 'Spying' Occurred on Trump Campaign | Breitbart https://t.co/YuC9IX01GF via @BreitbartNews"""
"1116833058840293381","4/12/2019 22:38","b'RT @trish_regan: .@CLewandowski_ says he is POSITIVE orders to spy on the #Trump campaign during 2016 came from the HIGHEST levels \xe2\x80\x93 perhap\xe2\x80\xa6'"
"1116817144006750209","4/12/2019 21:35","b'WE WILL NEVER FORGET! https://t.co/VxrGFRFeJM'"
"1116742282286440448","4/12/2019 16:38","b'....The Radical Left always seems to have an Open Borders, Open Arms policy \xe2\x80\x93 so this should make them very happy!'"
"1116742280919044096","4/12/2019 16:38","b'Due to the fact that Democrats are unwilling to change our very dangerous immigration laws, we are indeed, as repor\xe2\x80\xa6 https://t.co/sNDauZ3JDv'"
"1116707442061193217","4/12/2019 14:19","b'Even the Democrats now say that our Southern Border is a Crisis and a National Emergency. Hopefully, we will not be\xe2\x80\xa6 https://t.co/CID3xfQPBK'"
"1116699102438461442","4/12/2019 13:46","b'\xe2\x80\x9cDemocrats don\xe2\x80\x99t like the results of the Mueller Report, so now they\xe2\x80\x99re trying everything else.\xe2\x80\x9d  @RepDougCollins\xe2\x80\xa6 https://t.co/h3fRcRxges'"
"1116696849853886465","4/12/2019 13:37","b'President Obama\xe2\x80\x99s top White House lawyer, Gregory B. Craig, was indicted yesterday on very serious charges. This is\xe2\x80\xa6 https://t.co/AOhzdnlZh2'"
"1116689098385784832","4/12/2019 13:06","b'\xe2\x80\x9cI don\xe2\x80\x99t need to know any more. We\xe2\x80\x99re done, absolutely done, he (Mueller) tried the case. There\xe2\x80\x99s NO COLLUSION.\xe2\x80\x9d\xe2\x80\xa6 https://t.co/h19nJpADbS'"
"1116502929542922241","4/12/2019 0:46","b'JOBLESS CLAIMS AT 50 YEAR LOW!'"
"1116502259175530496","4/12/2019 0:44","b'RT @chuckwoolery: President Trump continues to tally up wins for our country as Americans just saw the best income gains in over 50 years.\xe2\x80\xa6'"
"1116499336681197569","4/12/2019 0:32","b'RT @DailyCaller: Every CNN Presidential Town Hall Finished Behind MSNBC And Fox News In Ratings https://t.co/muDZgLT4u7'"
"1116497195149164544","4/12/2019 0:24","b'RT @DailyCaller: Rod Rosenstein Defends Attorney General\xe2\x80\x99s Handling Of Mueller Report https://t.co/qMmzaPYrK4'"
"1116490365954080770","4/11/2019 23:57","b'\xe2\x80\x9cAnd the Radical Dems reeling in disarray as the President continues to Win, Win and Win again! The Left is PRETEND\xe2\x80\xa6 https://t.co/7cMUVrghOr'"
"1116487502091649030","4/11/2019 23:45","b'RT @ArthurSchwartz: Wow. @tedlieu got a well deserved ass kicking. Shame on you Ted.  https://t.co/R6Yb95EzYX'"
"1116479739479449601","4/11/2019 23:14","b'House Democrats want to negotiate a $2 TRILLION spending increase but can\xe2\x80\x99t even pass their own plan. We can\xe2\x80\x99t affo\xe2\x80\xa6 https://t.co/QfIi7GY1ID'"
"1116451747558502413","4/11/2019 21:23","b'Beautiful afternoon in the Oval Office today with a few great American HEROES! https://t.co/HYEI83NVrm'"
"1116364182063132672","4/11/2019 15:35","b'""Biggest scandal of our time - the coup that failed!"" @MariaBartiromo https://t.co/7JuifNK79T'"
"1116360333436833792","4/11/2019 15:20","b'""SPY GAMES: TIME FOR ANSWERS"" https://t.co/tRw7fb7Tys'"
"1116299933563478017","4/11/2019 11:20","b'Great news! #MAGA https://t.co/haZ1HbVpNu'"
"1116172224459882496","4/11/2019 2:52","b'Too bad that the European Union is being so tough on the United Kingdom and Brexit. The E.U. is likewise a brutal t\xe2\x80\xa6 https://t.co/mnzcvAYiwt'"
"1116167275948597249","4/11/2019 2:33","b'I think what the Democrats are doing with the Border is TREASONOUS. Their Open Border mindset is putting our Countr\xe2\x80\xa6 https://t.co/zV1cWamqQX'"
"1116164123635535873","4/11/2019 2:20","b'RT @DHSgov: Today, @CBP Commissioner Kevin McAleenan was sworn-in to lead DHS as the Acting Secretary. The ceremony took place at the new D\xe2\x80\xa6'"
"1116157899724611584","4/11/2019 1:55","b'CONGRATULATIONS to @EricTrump and @LaraLeaTrump on the great news. So proud!'"
"1116093773665140736","4/10/2019 21:41","b'THANK YOU Texas, I love you! https://t.co/24D4K9ILFd'"
"1116092912146759681","4/10/2019 21:37","b'Join me in Crosby, Texas as I deliver remarks and sign Executive Orders on Energy and Infrastructure! https://t.co/oun56uzi53'"
"1116064789061439488","4/10/2019 19:45","b'So, it has now been determined, by 18 people that truly hate President Trump, that there was No Collusion with Russ\xe2\x80\xa6 https://t.co/o3fQFicGxO'"
"1116057588754337792","4/10/2019 19:17","b'Spoke to Bibi @Netanyahu to congratulate him on a great and hard-fought win. The United States is with him and the\xe2\x80\xa6 https://t.co/BBPLjOF8QU'"
"1115989820935819264","4/10/2019 14:48","b'Trump flags being waived at the Bibi @Netanyahu VICTORY celebration last night! https://t.co/SX8RVAALYW'"
"1115812325867577344","4/10/2019 3:02","b'RT @JudicialWatch: Judicial Watch President @TomFitton discussed the Trump coup in his Weekly Update: It was all based on this fraudulent d\xe2\x80\xa6'"
"1115811556758052864","4/10/2019 2:59","b'RT @JudicialWatch: BREAKING: JW announced today that it uncovered 422 pages of FBI documents showing evidence of \xe2\x80\x9ccover up\xe2\x80\x9d discussions rel\xe2\x80\xa6'"
"1115802105057562634","4/10/2019 2:22","b'Everybody is now acknowledging that, right from the time I announced my run for President, I was 100% correct on th\xe2\x80\xa6 https://t.co/rzbv7tUpi8'"
"1115797998183882752","4/10/2019 2:05","b'RT @IWV: .@POTUS @realDonaldTrump has ""delivered on his promises...He has a background in delivering economically. He\'s promised to do cert\xe2\x80\xa6'"
"1115796732619702272","4/10/2019 2:00","b'RT @HeyTammyBruce: Trump Job Approval Jumps to 53% - Seven Points Higher Than Obama https://t.co/cv40yIrU2M'"
"1115787055722790912","4/10/2019 1:22","b'The Democrats must end the loopholes on immigration. So easy to solve!'"
"1115781908091277312","4/10/2019 1:01","b'\xe2\x80\x9cThe underlying issue remains the same without a single American being indicted for Collusion with Russia, &amp"
"1115694726815068161","4/9/2019 19:15","b'THANK YOU, WORKING HARD! https://t.co/3OUESGRw43'"
"1115683984132931585","4/9/2019 18:32","b'Check this out - TRUTH! https://t.co/2HNVeEpKDu'"
"1115675386409517057","4/9/2019 17:58","b'Today, it was my great honor to welcome President @AlsisiOfficial of the Arab Republic of Egypt to the @WhiteHouse! https://t.co/yBox7EhToT'"
"1115648055603343360","4/9/2019 16:09","b'\xe2\x80\x9cShe (Congresswoman Omar) keeps on assaulting Jews...\xe2\x80\x9d \nJeff Ballabon, B2 Strategic, CEO https://t.co/WMKN9RQm2n'"
"1115640122173792258","4/9/2019 15:38","b'https://t.co/OIpp7mL2uD'"
"1115639577102962691","4/9/2019 15:36","b'\xe2\x80\x9cWhat\xe2\x80\x99s completely unacceptable is for Congesswoman Omar to target Jews, in this case Stephen Miller.\xe2\x80\x9d Jeff Ballabo\xe2\x80\xa6 https://t.co/ZKr4sPuy3S'"
"1115638337392533504","4/9/2019 15:31","b'On National Former Prisoner of War Recognition Day, we honor the Americans captured and imprisoned by foreign power\xe2\x80\xa6 https://t.co/VHv6CEtvWR'"
"1115596294016335872","4/9/2019 12:44","b'The Mainstream Media has never been more inaccurate or corrupt than it is today. It only seems to get worse. So much Fake News!'"
"1115593488656211968","4/9/2019 12:33","b'....I got along very well with Jerry during the zoning and building process. Then I changed course (slightly), beca\xe2\x80\xa6 https://t.co/jgK53b9rqL'"
"1115589402661724160","4/9/2019 12:16","b'Congressman Jerry Nadler fought me for years on a very large development I built on the West Side of Manhattan. He\xe2\x80\xa6 https://t.co/gFTWffz7sB'"
"1115578769518018560","4/9/2019 11:34","b'The World Trade Organization finds that the European Union subsidies to Airbus has adversely impacted the United St\xe2\x80\xa6 https://t.co/psI0Zborsf'"
"1115477223866343424","4/9/2019 4:51","b'RT @GOPChairwoman: Our economy is on fire.\n \nJobs are up, unemployment is at record lows, and wages are still rising.\n \nBut Democrats would\xe2\x80\xa6'"
"1115477028998995968","4/9/2019 4:50","b'RT @WhiteHouse: The newly constructed 30-foot wall in Calexico, CA, replaces a barrier made of surplus corrugated steel landing mats from t\xe2\x80\xa6'"
"1115475412606496768","4/9/2019 4:43","b'Congratulations to Virginia - Great game!'"
"1115452646591275014","4/9/2019 3:13","b'RT @TeamTrump: BIGGER paychecks under President @realDonaldTrump! \xf0\x9f\x92\xb0 https://t.co/GAezgi2RI5'"
"1115451908213411845","4/9/2019 3:10","b'A 9th Circuit Judge just ruled that Mexico is too dangerous for migrants. So unfair to the U.S. OUT OF CONTROL! https://t.co/XF8o3jMDle'"
"1115403322129883136","4/8/2019 23:57","b'Congratulations to the Baylor Lady Bears on their amazing win last night against Notre Dame to become the 2019 NCAA\xe2\x80\xa6 https://t.co/zYhz5laSKF'"
"1115295440558280704","4/8/2019 16:48","b'The Democrats will never be satisfied, no matter what they get, how much they get, or how many pages they get. It w\xe2\x80\xa6 https://t.co/87O0HOyHeu'"
"1115228307426095105","4/8/2019 12:22","b'Uganda must find the kidnappers of the American Tourist and guide before people will feel safe in going there. Brin\xe2\x80\xa6 https://t.co/s6g9ylaU4p'"
"1115225213426442240","4/8/2019 12:09","b'RT @cspan: Rep. @Jim_Jordan on President Trump\'s tax returns: ""There\'s no law that says they have to be public.""\n\nWatch full #Newsmakers in\xe2\x80\xa6'"
"1115225104122818561","4/8/2019 12:09","b'RT @Jim_Jordan: Dems want President\xe2\x80\x99s tax returns for purely political purposes!\n\nFrightening, but shouldn\xe2\x80\x99t surprise us\xe2\x80\x94same folks used th\xe2\x80\xa6'"
"1115224392844312578","4/8/2019 12:06","b'RT @Jim_Jordan: Dem talk:\n-Abolish ICE\n-Borderless hemisphere\n-Walls are immoral\n-Illegals should vote\n-Raise taxes\n\n@POTUS action:\n-Regs r\xe2\x80\xa6'"
"1115218802290122752","4/8/2019 11:44","b'\xe2\x80\x9cJerry Nadler is not entitled to this information. He is doing this to get it to the Democrat 2020 nominee.\xe2\x80\x9d @KatiePavlich'"
"1115217618846265344","4/8/2019 11:39","b'\xe2\x80\x9cThe reason the whole process seems so politicized is that Democrats made up this complete lie about Collusion ....\xe2\x80\xa6 https://t.co/MMBVuW6HOQ'"
"1115057524770844672","4/8/2019 1:03","b'....Mexico must apprehend all illegals and not let them make the long march up to the United States, or we will hav\xe2\x80\xa6 https://t.co/pvsJrj9cfh'"
"1115053022974029824","4/8/2019 0:45","b'More apprehensions (captures)\nat the Southern Border than in many years. Border Patrol amazing! Country is FULL! Sy\xe2\x80\xa6 https://t.co/W739rR2ab8'"
"1115011885303312386","4/7/2019 22:02","b'....I am pleased to announce that Kevin McAleenan, the current U.S. Customs and Border Protection Commissioner, wil\xe2\x80\xa6 https://t.co/dFkAi7XFku'"
"1115011884154064896","4/7/2019 22:02","b'Secretary of Homeland Security Kirstjen Nielsen will be leaving her position, and I would like to thank her for her service....'"
"1114979878707900418","4/7/2019 19:54","b'RT @mike_pence: .@RealDonaldTrump is doing his job to SECURE OUR BORDER! @CBP is doing their job. It\xe2\x80\x99s time for Congress to do its job and\xe2\x80\xa6'"
"1114979643222843395","4/7/2019 19:53","b'RT @mike_pence: The last 2 years, under @RealDonaldTrump, have been 2 years of action \xe2\x80\x93 it\xe2\x80\x99s been 2 years of results \xe2\x80\x93 &amp"
"1114978879423356934","4/7/2019 19:50","b'Pleased to report that the American tourist and tour guide that were abducted in Uganda have been released. God ble\xe2\x80\xa6 https://t.co/ndZ4j1Ebnj'"
"1114888062884954114","4/7/2019 13:50","b'Looks like Bob Mueller\xe2\x80\x99s team of 13 Trump Haters &amp"
"1114673372275728385","4/6/2019 23:36","b'....In the meantime, the Democrats in Congress must help the Republicans (we need their votes) to end the horrible,\xe2\x80\xa6 https://t.co/AhvgvyaGnv'"
"1114673163076395009","4/6/2019 23:36","b'....it\xe2\x80\x99s powerful common sense Immigration Laws to stop illegals from coming through Mexico into the U.S., and remo\xe2\x80\xa6 https://t.co/KxUQi7qZri'"
"1114672393773912064","4/6/2019 23:33","b'We have redeployed 750 agents at the Southern Border\xe2\x80\x99s specific Ports of Entry in order to help with the large scal\xe2\x80\xa6 https://t.co/QtTEmVmER1'"
"1114631027551375360","4/6/2019 20:48","b'\xe2\x80\x9cGive Up, Trump-Haters\xe2\x80\x9d\nhttps://t.co/4wg4BUk9gP https://t.co/0Bt2jyorMn'"
"1114623656338944001","4/6/2019 20:19","b'Why should I be defending a fraudulent Russian Witch Hunt. It\xe2\x80\x99s about time the perpetrators of this fraud on me and\xe2\x80\xa6 https://t.co/0KqFroytg1'"
"1114619754893860864","4/6/2019 20:03","b'To every member of the @RJC, thank you for your incredible support and your outstanding commitment to our Country,\xe2\x80\xa6 https://t.co/wuTB3kwzoX'"
"1114557659527532545","4/6/2019 15:57","b'.... against something I knew never existed, Collusion with Russia (so ridiculous!) - No Obstruction. This Russia H\xe2\x80\xa6 https://t.co/OfGCkIMgOV'"
"1114556595663323136","4/6/2019 15:52","b'So, let\xe2\x80\x99s get this straight! There was No Collusion and in fact the Phony Dossier was a Con Job that was paid for b\xe2\x80\xa6 https://t.co/vsJhiCDf2J'"
"1114556129969758210","4/6/2019 15:51","b'Will be speaking today at the Republican Jewish Coalition (@RJC) meeting in Las Vegas, Nevada. See everyone soon! https://t.co/RvNBLMC2nI'"
"1114549419234324480","4/6/2019 15:24","b""RT @ABC: NEW: Pres. Trump says he will hold a rally at an undetermined location rather than attend the White House Correspondents' Dinner,\xe2\x80\xa6"""
"1114536022941913088","4/6/2019 14:31","b'.....years and $30 million, and they found No Collusion, No Obstruction. But the Democrats, no matter what we give\xe2\x80\xa6 https://t.co/alJTh7Bjc1'"
"1114533829987844097","4/6/2019 14:22","b'I have not read the Mueller Report yet, even though I have every right to do so. Only know the conclusions, and on\xe2\x80\xa6 https://t.co/BwK1KHxnON'"
"1114527581372465152","4/6/2019 13:57","b'Thank you to two great people! https://t.co/9VoIV44L9c'"
"1114527093390336003","4/6/2019 13:55","b'RT @WhiteHouse: Simply put: Walls work, and walls save lives. https://t.co/OyLatl4oyN'"
"1114525941957443585","4/6/2019 13:51","b'RT @marc_lotter: Let me answer that question for you @MSNBC - NO!!! https://t.co/0QYxwKjGJ1'"
"1114525021651652608","4/6/2019 13:47","b'RT @WhiteHouse: ""There is indeed an emergency on our southern border. It\'s been loud and clear."" https://t.co/TJMJ5bhdDO'"
"1114524457123475457","4/6/2019 13:45","b'RT @JesseBWatters: TOMORROW: It\xe2\x80\x99s a star-studded FOX episode of @WattersWorld with @seanhannity , @LouDobbs , and @marklevinshow ! What wil\xe2\x80\xa6'"
"1114523496237883392","4/6/2019 13:41","b'\xe2\x80\x9cCollusion was a Hoax from day one.\xe2\x80\x9d @dbongino  @foxandfriends'"
"1114519338864660483","4/6/2019 13:24","b'\xe2\x80\x9cThe lowest average jobs number for any President since 1951, 4.1%. Economy doing great. If the Democrats win, it i\xe2\x80\xa6 https://t.co/1BjgtUc6Lw'"
"1114338251035123715","4/6/2019 1:25","b'THANK YOU @DHSgov, @CBP, and @ICEgov! https://t.co/BzNwKoUJlg'"
"1114304244037718016","4/5/2019 23:10","b'RT @WhiteHouse: Thank you to all of the brave men and women of CBP who protect our country each and every day. https://t.co/jpW7B5NK6p'"
"1114304169576284160","4/5/2019 23:09","b'RT @VP: The struggle in Venezuela is between dictatorship and democracy, and freedom has the momentum. Nicolas Maduro is a dictator with no\xe2\x80\xa6'"
"1114303789937258497","4/5/2019 23:08","b'RT @Scavino45: \xf0\x9f\x9a\xa8Happening Now: \nPresident @realDonaldTrump at the Southern Border with the great men and women who protect our country 24/7\xe2\x80\xa6'"
"1114303378064936960","4/5/2019 23:06","b'Congratulations David, a very big deal! https://t.co/ymtI2ueAgA'"
"1114303009729601536","4/5/2019 23:05","b'RT @WhiteHouse: Americans will write our own economic destiny. Never believe the pessimists: Pro-growth, pro-worker policies work.\n\nAmerica\xe2\x80\xa6'"
"1114290701334802433","4/5/2019 22:16","b'Just checked out the new Wall on the Border - GREAT! Leaving now for L.A.'"
"1114264734134456321","4/5/2019 20:33","b'Join me in California for a Roundtable on Immigration and Border Security! https://t.co/hLV86lWTtA'"
"1114243892293976064","4/5/2019 19:10","b'Just arrived in Calexico, California! https://t.co/lTChNxsHj6'"
"1114223249917788160","4/5/2019 17:48","b'Will soon be landing in Calexico, California to look at a portion of the new WALL being built on our Southern Borde\xe2\x80\xa6 https://t.co/LvnLVmSvzv'"
"1114221533461790721","4/5/2019 17:41","b'The press is doing everything within their power to fight the magnificence of the phrase, MAKE AMERICA GREAT AGAIN!\xe2\x80\xa6 https://t.co/XljWrFa2AU'"
"1114210712522350592","4/5/2019 16:58","b'\xe2\x80\x9cAmerica Created 196,000 Jobs in March, Beating Expectations for 170,000\xe2\x80\x9d https://t.co/TQ2LecXgfi'"
"1114207309184602112","4/5/2019 16:44","b'I\xe2\x80\x99ve employed thousands of Electrical Workers. They will be voting for me!'"
"1114207016032002048","4/5/2019 16:43","b'Congratulations to Brian Hagedorn on his big surprise win over a well funded Liberal Democrat in the Great State of\xe2\x80\xa6 https://t.co/ceheFRscqE'"
"1114196948397858816","4/5/2019 16:03","b'JOBS! JOBS! JOBS! https://t.co/3tukVpJpzN'"
"1114156288555016193","4/5/2019 13:22","b'Heading to the Southern Border to show a section of the new Wall being built! Leaving now!'"
"1114155671950364677","4/5/2019 13:19","b'....This will supersede USMCA. Likewise I am looking at an economic penalty for the 500 Billion Dollars in illegal\xe2\x80\xa6 https://t.co/OHZfe3bjQZ'"
"1114153614216441856","4/5/2019 13:11","b'....However, if for any reason Mexico stops apprehending and bringing the illegals back to where they came from, th\xe2\x80\xa6 https://t.co/e4NJQ1ZXyL'"
"1114151754722156544","4/5/2019 13:04","b'The Crazed and Dishonest Washington Post again purposely got it wrong. Mexico, for the first time in decades, is me\xe2\x80\xa6 https://t.co/mN0NJXeAN7'"
"1114135285510676480","4/5/2019 11:58","b'\xe2\x80\x9cTrolling the Mueller Report. Democrats Lost On Collusion. Now They\xe2\x80\x99re Inventing A Coverup.\xe2\x80\x9d @WSJopinion  James Freeman @LouDobbs'"
"1113959417765146624","4/5/2019 0:19","b'I am pleased to announce that Jovita Carranza will be nominated as the new @SBAgov Administrator. She will be repla\xe2\x80\xa6 https://t.co/1O1AX2OB5P'"
"1113951140650074120","4/4/2019 23:47","b"".@ByronYork: \xe2\x80\x9cHow bad does border have to be for Democrats to admit it's an emergency?\xe2\x80\x9d https://t.co/6LOPQQEKtP"""
